system_time,device_timestamp,device,command,force,qw,qx,qy,qz,roll,pitch,yaw,analog
2025-11-02 15:19:59.680,94545,CrutchHMI-BT-74d3,S,721566.00,930.0000,-66.0000,318.0000,167.0000,-175.51,90.00,133.84,2048
2025-11-02 15:19:59.743,94595,CrutchHMI-BT-74d3,S,707436.00,929.0000,-68.0000,320.0000,169.0000,-175.14,90.00,134.08,2048
2025-11-02 15:19:59.805,94646,CrutchHMI-BT-74d3,S,707436.00,927.0000,-69.0000,322.0000,172.0000,-175.48,90.00,134.16,2048
2025-11-02 15:19:59.856,94696,CrutchHMI-BT-74d3,S,729698.00,926.0000,-70.0000,324.0000,174.0000,-175.61,90.00,134.33,2048
2025-11-02 15:19:59.877,94746,CrutchHMI-BT-74d3,S,729793.00,926.0000,-72.0000,325.0000,176.0000,-175.11,90.00,134.38,2048
2025-11-02 15:19:59.940,94796,CrutchHMI-BT-74d3,S,-9282638.00,924.0000,-74.0000,326.0000,179.0000,-174.88,90.00,134.39,2048
2025-11-02 15:19:59.992,94846,CrutchHMI-BT-74d3,S,712509.00,923.0000,-77.0000,327.0000,181.0000,-173.99,90.00,134.55,2048
2025-11-02 15:20:00.044,94897,CrutchHMI-BT-74d3,S,692010.00,922.0000,-79.0000,328.0000,183.0000,-173.58,90.00,134.65,2048
2025-11-02 15:20:00.107,94964,CrutchHMI-BT-74d3,S,692441.00,921.0000,-82.0000,330.0000,186.0000,-173.03,90.00,134.85,2048
2025-11-02 15:20:00.169,95018,CrutchHMI-BT-74d3,S,665390.00,919.0000,-87.0000,332.0000,189.0000,-171.69,90.00,135.22,2048
2025-11-02 15:20:00.221,95072,CrutchHMI-BT-74d3,S,651851.00,917.0000,-89.0000,336.0000,192.0000,-171.94,90.00,135.70,2048
2025-11-02 15:20:00.283,95123,CrutchHMI-BT-74d3,S,660361.00,914.0000,-93.0000,340.0000,196.0000,-171.59,90.00,136.23,2048
2025-11-02 15:20:00.314,95173,CrutchHMI-BT-74d3,S,636345.00,912.0000,-96.0000,342.0000,200.0000,-171.37,90.00,136.38,2048
2025-11-02 15:20:00.376,95223,CrutchHMI-BT-74d3,S,636345.00,909.0000,-101.0000,347.0000,205.0000,-171.01,90.00,137.03,2048
2025-11-02 15:20:00.428,95273,CrutchHMI-BT-74d3,S,623431.00,907.0000,-102.0000,350.0000,208.0000,-171.56,90.00,137.30,2048
2025-11-02 15:20:00.460,95323,CrutchHMI-BT-74d3,S,634820.00,905.0000,-104.0000,353.0000,211.0000,-171.75,90.00,137.64,2048
2025-11-02 15:20:00.512,95373,CrutchHMI-BT-74d3,S,633849.00,903.0000,-107.0000,355.0000,214.0000,-171.46,90.00,137.90,2048
2025-11-02 15:20:00.574,95423,CrutchHMI-BT-74d3,S,617070.00,901.0000,-108.0000,359.0000,216.0000,-172.00,90.00,138.40,2048
2025-11-02 15:20:00.616,95473,CrutchHMI-BT-74d3,S,586213.00,899.0000,-109.0000,361.0000,217.0000,-172.13,90.00,138.72,2048
2025-11-02 15:20:00.657,95523,CrutchHMI-BT-74d3,S,586213.00,897.0000,-111.0000,365.0000,219.0000,-172.32,90.00,139.28,2048
2025-11-02 15:20:00.720,95573,CrutchHMI-BT-74d3,S,610689.00,896.0000,-113.0000,368.0000,219.0000,-172.06,90.00,139.86,2048
2025-11-02 15:20:00.803,95624,CrutchHMI-BT-74d3,S,677621.00,894.0000,-115.0000,372.0000,219.0000,-171.99,90.00,140.61,2048
2025-11-02 15:20:00.814,95674,CrutchHMI-BT-74d3,S,739408.00,892.0000,-115.0000,375.0000,219.0000,-172.43,90.00,141.09,2048
2025-11-02 15:20:00.866,95724,CrutchHMI-BT-74d3,S,795827.00,891.0000,-117.0000,379.0000,217.0000,-172.04,90.00,142.00,2048
2025-11-02 15:20:00.917,95774,CrutchHMI-BT-74d3,S,807735.00,890.0000,-120.0000,382.0000,216.0000,-171.39,90.00,142.76,2048
2025-11-02 15:20:00.990,95843,CrutchHMI-BT-74d3,S,803847.00,888.0000,-123.0000,387.0000,213.0000,-170.77,90.00,144.04,2048
2025-11-02 15:20:01.053,95897,CrutchHMI-BT-74d3,S,776472.00,885.0000,-130.0000,391.0000,212.0000,-169.27,90.00,145.34,2048
2025-11-02 15:20:01.105,95951,CrutchHMI-BT-74d3,S,738437.00,882.0000,-140.0000,393.0000,214.0000,-167.25,90.00,146.26,2048
2025-11-02 15:20:01.146,96002,CrutchHMI-BT-74d3,S,759165.00,879.0000,-143.0000,398.0000,214.0000,-167.23,90.00,147.28,2048
2025-11-02 15:20:01.199,96052,CrutchHMI-BT-74d3,S,774119.00,878.0000,-144.0000,402.0000,214.0000,-167.51,90.00,147.92,2048
2025-11-02 15:20:01.251,96103,CrutchHMI-BT-74d3,S,748206.00,876.0000,-144.0000,405.0000,214.0000,-167.94,90.00,148.39,2048
2025-11-02 15:20:01.304,96154,CrutchHMI-BT-74d3,S,735149.00,873.0000,-146.0000,410.0000,215.0000,-168.28,90.00,149.19,2048
2025-11-02 15:20:01.367,96204,CrutchHMI-BT-74d3,S,738799.00,872.0000,-147.0000,413.0000,215.0000,-168.42,90.00,149.68,2048
2025-11-02 15:20:01.419,96255,CrutchHMI-BT-74d3,S,724151.00,870.0000,-151.0000,415.0000,216.0000,-167.92,90.00,150.22,2048
2025-11-02 15:20:01.450,96306,CrutchHMI-BT-74d3,S,726043.00,868.0000,-152.0000,419.0000,216.0000,-168.22,90.00,150.88,2048
2025-11-02 15:20:01.503,96356,CrutchHMI-BT-74d3,S,734008.00,867.0000,-152.0000,421.0000,216.0000,-168.48,90.00,151.16,2048
2025-11-02 15:20:01.544,96407,CrutchHMI-BT-74d3,S,717102.00,866.0000,-152.0000,424.0000,216.0000,-168.83,90.00,151.57,2048
2025-11-02 15:20:01.606,96458,CrutchHMI-BT-74d3,S,656066.00,863.0000,-158.0000,426.0000,216.0000,-167.88,90.00,152.43,2048
2025-11-02 15:20:01.658,96508,CrutchHMI-BT-74d3,S,357746.00,861.0000,-168.0000,425.0000,219.0000,-166.13,90.00,152.86,2048
2025-11-02 15:20:01.700,96559,CrutchHMI-BT-74d3,S,8649.00,857.0000,-188.0000,421.0000,227.0000,-162.86,90.00,153.23,2048
2025-11-02 15:20:01.762,96613,CrutchHMI-BT-74d3,S,11378.00,857.0000,-198.0000,413.0000,233.0000,-160.70,90.00,152.33,2048
2025-11-02 15:20:01.804,96664,CrutchHMI-BT-74d3,S,13930.00,866.0000,-178.0000,402.0000,234.0000,-162.73,90.00,148.79,2048
