Timestamp(ms),AlignedTime(s),Force,Qw,Qx,Qy,Qz,Command
50186,16.657,15581.05,0.264,-0.29,0.528,0.752,S
50240,16.711,15581.05,0.276,-0.284,0.531,0.748,S
50294,16.765,15581.05,0.288,-0.278,0.535,0.743,S
50348,16.819,15581.05,0.299,-0.272,0.538,0.738,S
50402,16.873,15581.05,0.311,-0.266,0.542,0.733,S
50456,16.927,15581.05,0.323,-0.259,0.545,0.728,S
50510,16.981,15581.05,0.335,-0.253,0.548,0.722,S
50564,17.035,15581.05,0.346,-0.247,0.551,0.717,S
50618,17.089,15581.05,0.358,-0.24,0.554,0.711,S
50672,17.143,15581.05,0.37,-0.234,0.557,0.705,S
50726,17.197,15581.05,0.381,-0.228,0.559,0.699,S
50780,17.251,15581.05,0.393,-0.221,0.562,0.692,S
50834,17.305,15581.05,0.404,-0.214,0.564,0.686,S
50888,17.359,15581.05,0.415,-0.208,0.567,0.679,S
50941,17.412,15581.05,0.426,-0.201,0.569,0.672,S
50992,17.463,15581.05,0.441,-0.192,0.572,0.663,S
51042,17.513,15581.05,0.45,-0.186,0.573,0.657,S
51093,17.564,15581.05,0.46,-0.181,0.575,0.651,S
51147,17.618,9962.45,0.47,-0.174,0.577,0.643,S
51201,17.672,7073.61,0.481,-0.167,0.579,0.636,S
51251,17.722,7073.61,0.497,-0.156,0.581,0.624,S
51301,17.772,2359.79,0.506,-0.15,0.582,0.617,S
51351,17.822,2359.79,0.515,-0.144,0.583,0.61,S
51401,17.872,-38.65,0.523,-0.139,0.584,0.603,S
51451,17.922,-7.27,0.535,-0.13,0.586,0.593,S
51502,17.973,-25.8,0.546,-0.123,0.587,0.584,S
51552,18.023,0.16,0.554,-0.117,0.587,0.577,S
51602,18.073,0.16,0.566,-0.108,0.588,0.566,S
51653,18.124,18.41,0.575,-0.101,0.589,0.557,S
51703,18.174,4.94,0.583,-0.095,0.589,0.549,S
51754,18.225,-1.93,0.591,-0.089,0.59,0.541,S
51805,18.276,9.17,0.604,-0.079,0.59,0.528,S
51855,18.326,-2.5,0.612,-0.073,0.59,0.52,S
51906,18.377,47.32,0.619,-0.067,0.59,0.512,S
51957,18.428,14.45,0.631,-0.057,0.59,0.498,S
52007,18.478,37.37,0.639,-0.05,0.59,0.489,S
52058,18.529,20.02,0.646,-0.044,0.59,0.481,S
52108,18.579,20.02,0.659,-0.033,0.589,0.465,S
52158,18.629,20.02,0.666,-0.026,0.589,0.456,S
52208,18.679,3977.21,0.673,-0.02,0.588,0.446,S
52258,18.729,3977.21,0.684,-0.01,0.587,0.432,S
52308,18.779,6931.17,0.69,-0.003,0.586,0.422,S
52358,18.829,9122.96,0.697,0.002,0.585,0.413,S
52427,18.898,11006.77,0.707,0.012,0.583,0.397,S
52481,18.952,11755.65,0.714,0.02,0.582,0.386,S
52535,19.006,12274.22,0.722,0.027,0.581,0.374,S
52586,19.057,13057.62,0.731,0.037,0.578,0.358,S
52636,19.107,13803.33,0.737,0.044,0.577,0.348,S
52687,19.158,13803.33,0.742,0.05,0.575,0.338,S
52738,19.209,15096.85,0.751,0.06,0.572,0.321,S
52788,19.259,16470.77,0.756,0.067,0.571,0.311,S
52839,19.31,17548.76,0.761,0.073,0.569,0.3,S
52890,19.361,17548.76,0.769,0.083,0.565,0.283,S
52940,19.411,17548.76,0.774,0.089,0.563,0.273,S
52991,19.462,19776.76,0.778,0.096,0.561,0.262,S
53045,19.516,19943.59,0.784,0.103,0.558,0.249,S
53096,19.567,20016.76,0.79,0.113,0.554,0.232,S
53146,19.617,20476.08,0.795,0.119,0.551,0.221,S
53197,19.668,21747.3,0.798,0.126,0.549,0.21,S
53247,19.718,21747.3,0.805,0.137,0.544,0.19,S
53297,19.768,23010.06,0.809,0.143,0.541,0.178,S
53347,19.818,23381.89,0.812,0.149,0.538,0.167,S
53397,19.868,23793.48,0.815,0.155,0.534,0.156,S
53447,19.918,23187.07,0.819,0.163,0.53,0.14,S
53498,19.969,21219.82,0.823,0.17,0.526,0.126,S
53548,20.019,19782.6,0.825,0.176,0.522,0.115,S
53598,20.069,19322.7,0.829,0.184,0.517,0.099,S
53649,20.12,19122.73,0.832,0.191,0.513,0.085,S
53699,20.17,18572.05,0.834,0.197,0.509,0.073,S
53750,20.221,18080.95,0.836,0.203,0.505,0.062,S
53801,20.272,18596.98,0.838,0.212,0.499,0.043,S
53851,20.322,18037.12,0.84,0.217,0.495,0.032,S
53902,20.373,17416.97,0.841,0.223,0.491,0.02,S
53953,20.424,17083.73,0.843,0.232,0.484,0.001,S
54003,20.474,16627.06,0.844,0.237,0.479,-0.009,S
54108,20.579,16601.76,0.846,0.249,0.469,-0.035,S
54159,20.63,16539.22,0.846,0.257,0.462,-0.054,S
54209,20.68,16350.89,0.846,0.262,0.457,-0.065,S
54260,20.731,16071.61,0.847,0.267,0.452,-0.077,S
54311,20.782,15662.82,0.846,0.275,0.444,-0.096,S
54361,20.832,15555.98,0.846,0.28,0.439,-0.107,S
54412,20.883,15778.85,0.845,0.285,0.434,-0.119,S
54466,20.937,15832.02,0.845,0.29,0.428,-0.133,S
54517,20.988,15902.01,0.843,0.298,0.419,-0.151,S
54567,21.038,15319.46,0.842,0.302,0.414,-0.163,S
54618,21.089,15101.92,0.841,0.307,0.409,-0.174,S
54669,21.14,14646.47,0.838,0.314,0.4,-0.193,S
54719,21.19,14063.48,0.837,0.318,0.394,-0.204,S
54770,21.241,13609.13,0.835,0.322,0.388,-0.215,S
54824,21.295,12934.97,0.833,0.327,0.381,-0.229,S
54875,21.346,12600.85,0.829,0.334,0.372,-0.247,S
54925,21.396,12424.34,0.827,0.338,0.366,-0.258,S
54976,21.447,12544.55,0.824,0.342,0.36,-0.269,S
55027,21.498,12829.9,0.82,0.348,0.351,-0.287,S
55077,21.548,13659.98,0.817,0.351,0.345,-0.298,S
55128,21.599,14700.59,0.814,0.355,0.338,-0.308,S
55182,21.653,16133.06,0.81,0.359,0.331,-0.321,S
55233,21.704,16133.06,0.805,0.365,0.321,-0.339,S
55283,21.754,16133.06,0.801,0.368,0.315,-0.349,S
55334,21.805,16133.06,0.797,0.371,0.308,-0.36,S
55388,21.859,16133.06,0.793,0.375,0.3,-0.372,S
55442,21.913,16133.06,0.788,0.379,0.293,-0.385,S
55496,21.967,18544.75,0.783,0.382,0.285,-0.397,S
55550,22.021,19071.62,0.778,0.386,0.277,-0.409,S
55600,22.071,19071.62,0.77,0.391,0.265,-0.427,S
55650,22.121,17079.18,0.765,0.394,0.258,-0.437,S
55700,22.171,16969.59,0.76,0.396,0.252,-0.447,S
55750,22.221,16020.98,0.755,0.399,0.245,-0.457,S
55800,22.271,14852.32,0.748,0.402,0.235,-0.471,S
55851,22.322,14537.77,0.742,0.405,0.227,-0.482,S
